Project,Client,Title,Duration
SOS2021-09,,Revisar Tracking de tiempo en Toggl que se corresponda a cada issue,00:19:00
SOS2021-09,,Tareas para F01,00:30:10
SOS2021-09,,Tener código actualizado,00:30:00
SOS2021-09,,Tener el repositorio actualizado,00:29:00
SOS2021-09,,Tener mi API en el archivo index dentro de la carpeta public del equipo | gr. p4,01:00:00
SOS2021-09,,Trabajo investigación API F12,03:00:00
SOS2021-09,,Trabajo Investigación APIs F12,03:07:44
,,#155 Implementar Front-End en Svelte que permita una forma de editar recursos concretos | pr. p1b5,02:30:00
,,Implementar API #95,09:29:00
,,Implementar frontend #142,06:20:00
,,Investigacion APIs,04:13:28
,,Mejorar frontend #156,06:21:00
,,Revisar Tracking de tiempo en Toggl que se corresponda a cada issue,00:12:00
,,Tareas extra F05,04:12:02
